Identifier	Experimental mass	Name	Formula	Adduct	Molecular Weight	mz Error (ppm)	ionizationScore	finalScore	hmdb_compound	hmdb_uri	lipidmaps_compound	lipidmaps_uri	metlin_compound	metlin_uri	pubchem_compound	pubchem_uri	inChiKey	pathways	_TPIDX
163774	782.56882	PC(20:4(5Z,8Z,11Z,14Z)/16:0)[U]	C44H80NO8P	M+H	781.562155053	1	-2	-2	N/A	N/A	N/A	N/A	39791.0	https://metlin.scripps.edu/metabo_info.php?molid=39791	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	N/A	[]	217
2248	782.56882	PC(20:3(8Z,11Z,14Z)/16:1(9Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008398	http://www.hmdb.ca/metabolites/HMDB0008398	LMGP01011873	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011873	59844.0	https://metlin.scripps.edu/metabo_info.php?molid=59844	52923223	https://pubchem.ncbi.nlm.nih.gov/compound/52923223	SMNBWWUNQGASFC-MLQXCARSSA-N	[]	218
2511	782.56882	PC(16:0/20:4(8Z,11Z,14Z,17Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0007983	http://www.hmdb.ca/metabolites/HMDB0007983	LMGP01012136	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012136	59431.0	https://metlin.scripps.edu/metabo_info.php?molid=59431	53478669	https://pubchem.ncbi.nlm.nih.gov/compound/53478669	JAVWFBAAZSHHAD-HCYAGMRRSA-N	[]	219
2513	782.56882	PC(16:1(9Z)/20:3(5Z,8Z,11Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008013	http://www.hmdb.ca/metabolites/HMDB0008013	LMGP01012138	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012138	59461.0	https://metlin.scripps.edu/metabo_info.php?molid=59461	53478679	https://pubchem.ncbi.nlm.nih.gov/compound/53478679	SKHRULFMZYNDLW-IRKGUOCTSA-N	[]	220
1753	782.56882	PC(14:0/22:4(7Z,10Z,13Z,16Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0007889	http://www.hmdb.ca/metabolites/HMDB0007889	LMGP01011378	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011378	59339.0	https://metlin.scripps.edu/metabo_info.php?molid=59339	52922238	https://pubchem.ncbi.nlm.nih.gov/compound/52922238	UDOCLKXJVMJFLD-CCHOKCMJSA-N	[]	221
2524	782.56882	PC(18:1(11Z)/18:3(6Z,9Z,12Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008073	http://www.hmdb.ca/metabolites/HMDB0008073	LMGP01012150	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012150	59520.0	https://metlin.scripps.edu/metabo_info.php?molid=59520	53478725	https://pubchem.ncbi.nlm.nih.gov/compound/53478725	MRRFMOUCAPXWJC-SSCJOAGESA-N	[]	222
2525	782.56882	PC(18:1(11Z)/18:3(9Z,12Z,15Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008074	http://www.hmdb.ca/metabolites/HMDB0008074	LMGP01012151	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012151	59521.0	https://metlin.scripps.edu/metabo_info.php?molid=59521	53478727	https://pubchem.ncbi.nlm.nih.gov/compound/53478727	DPEYXLDDNACOGV-ANVMUZGGSA-N	[]	223
137448	782.56882	PC(20:4(8Z,11Z,14Z,17Z)/16:0)	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008462	http://www.hmdb.ca/metabolites/HMDB0008462	N/A	N/A	59908.0	https://metlin.scripps.edu/metabo_info.php?molid=59908	53479063	https://pubchem.ncbi.nlm.nih.gov/compound/53479063	JWAPTBDWCHGPTG-HCYAGMRRSA-N	[]	224
2027	782.56882	PC(18:3(6Z,9Z,12Z)/18:1(9Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008170	http://www.hmdb.ca/metabolites/HMDB0008170	LMGP01011652	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011652	59616.0	https://metlin.scripps.edu/metabo_info.php?molid=59616	52922783	https://pubchem.ncbi.nlm.nih.gov/compound/52922783	NKQPOVROGSWLTO-NVPMBMBWSA-N	[]	225
1522	782.56882	PC(18:1(9Z)/18:3(9Z,12Z,15Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008107	http://www.hmdb.ca/metabolites/HMDB0008107	LMGP01010898	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010898	59553.0	https://metlin.scripps.edu/metabo_info.php?molid=59553	24778941	https://pubchem.ncbi.nlm.nih.gov/compound/24778941	FVQGNFUBHWGFCY-HJOYQDMMSA-N	[]	226
2546	782.56882	PC(18:3(6Z,9Z,12Z)/18:1(11Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008169	http://www.hmdb.ca/metabolites/HMDB0008169	LMGP01012174	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012174	59615.0	https://metlin.scripps.edu/metabo_info.php?molid=59615	53478807	https://pubchem.ncbi.nlm.nih.gov/compound/53478807	FSIVQVROUQUYAU-ODKKILQESA-N	[]	227
2550	782.56882	PC(18:3(9Z,12Z,15Z)/18:1(11Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0008202	http://www.hmdb.ca/metabolites/HMDB0008202	LMGP01012178	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012178	59648.0	https://metlin.scripps.edu/metabo_info.php?molid=59648	53478831	https://pubchem.ncbi.nlm.nih.gov/compound/53478831	AHEPKIJTHGCAOA-KEPRVZTLSA-N	[]	228
1275	782.56882	PC(16:0/20:4(5Z,8Z,11Z,14Z))	C44H80NO8P	M+H	781.562155053	1	-2	-2	HMDB0007982	http://www.hmdb.ca/metabolites/HMDB0007982	LMGP01010007	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010007	39120.0	https://metlin.scripps.edu/metabo_info.php?molid=39120	10747814	https://pubchem.ncbi.nlm.nih.gov/compound/10747814	IIZPXYDJLKNOIY-JXPKJXOSSA-N	[]	229
46865	782.56882	PE-NMe(20:0/18:4(6Z,9Z,12Z,15Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113290	http://www.hmdb.ca/metabolites/HMDB0113290	N/A	N/A	N/A	N/A	131820403	https://pubchem.ncbi.nlm.nih.gov/compound/131820403	GUMJGLNPLJHGDH-ZIIIKLMKSA-N	[]	230
106520	782.56882	PE-NMe(18:0/20:4(5Z,8Z,11Z,14Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113098	http://www.hmdb.ca/metabolites/HMDB0113098	N/A	N/A	N/A	N/A	131820213	https://pubchem.ncbi.nlm.nih.gov/compound/131820213	VBPHYTFQYGCSJV-RPZZFJHTSA-N	[]	231
74271	782.56882	PE-NMe(20:4(5Z,8Z,11Z,14Z)/18:0)	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113427	http://www.hmdb.ca/metabolites/HMDB0113427	N/A	N/A	N/A	N/A	131820539	https://pubchem.ncbi.nlm.nih.gov/compound/131820539	ONJFWZGANXQHGV-LDIQLNPCSA-N	[]	232
92220	782.56882	PE-NMe(20:3(5Z,8Z,11Z)/18:1(9Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113373	http://www.hmdb.ca/metabolites/HMDB0113373	N/A	N/A	N/A	N/A	131820485	https://pubchem.ncbi.nlm.nih.gov/compound/131820485	LCDGFJGUJVGGKL-LQDMTKBWSA-N	[]	233
68680	782.56882	PE-NMe(20:2(11Z,14Z)/18:2(9Z,12Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113345	http://www.hmdb.ca/metabolites/HMDB0113345	N/A	N/A	N/A	N/A	131820457	https://pubchem.ncbi.nlm.nih.gov/compound/131820457	KTVSCYXAAVFETC-MNIDJLETSA-N	[]	234
60491	782.56882	PE-NMe2(15:0/22:4(7Z,10Z,13Z,16Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113934	http://www.hmdb.ca/metabolites/HMDB0113934	N/A	N/A	N/A	N/A	131821044	https://pubchem.ncbi.nlm.nih.gov/compound/131821044	MCAXWYRINXQGEP-SLSRMECRSA-N	[]	235
56143	782.56882	PE-NMe(20:4(8Z,11Z,14Z,17Z)/18:0)	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113455	http://www.hmdb.ca/metabolites/HMDB0113455	N/A	N/A	N/A	N/A	131820567	https://pubchem.ncbi.nlm.nih.gov/compound/131820567	AJGGVGMWHLWGFM-QOWFJZTNSA-N	[]	236
123472	782.56882	PE-NMe(18:2(9Z,12Z)/20:2(11Z,14Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113178	http://www.hmdb.ca/metabolites/HMDB0113178	N/A	N/A	N/A	N/A	131820291	https://pubchem.ncbi.nlm.nih.gov/compound/131820291	ZIMMPNSGYHHAIF-MNIDJLETSA-N	[]	237
125780	782.56882	PE-NMe(18:3(6Z,9Z,12Z)/20:1(11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113205	http://www.hmdb.ca/metabolites/HMDB0113205	N/A	N/A	N/A	N/A	131820318	https://pubchem.ncbi.nlm.nih.gov/compound/131820318	JAUFAOLTVOJTRD-ALHHEWQFSA-N	[]	238
87638	782.56882	PE-NMe(20:3(5Z,8Z,11Z)/18:1(11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113372	http://www.hmdb.ca/metabolites/HMDB0113372	N/A	N/A	N/A	N/A	131820484	https://pubchem.ncbi.nlm.nih.gov/compound/131820484	SJPUNFPTIDJEOK-ROXLFADRSA-N	[]	239
52569	782.56882	PE-NMe(18:0/20:4(8Z,11Z,14Z,17Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113099	http://www.hmdb.ca/metabolites/HMDB0113099	N/A	N/A	N/A	N/A	131820214	https://pubchem.ncbi.nlm.nih.gov/compound/131820214	AYWDRAYZZFWRPS-RHEYMNNNSA-N	[]	240
101221	782.56882	PE-NMe(18:1(11Z)/20:3(5Z,8Z,11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113123	http://www.hmdb.ca/metabolites/HMDB0113123	N/A	N/A	N/A	N/A	131820238	https://pubchem.ncbi.nlm.nih.gov/compound/131820238	PTSXGIFPCZTETR-KNHLSVOSSA-N	[]	241
130917	782.56882	PE-NMe(18:1(9Z)/20:3(8Z,11Z,14Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113151	http://www.hmdb.ca/metabolites/HMDB0113151	N/A	N/A	N/A	N/A	131820266	https://pubchem.ncbi.nlm.nih.gov/compound/131820266	JXFWJPPUHGJLBH-SSFZFKFXSA-N	[]	242
126826	782.56882	PE-NMe2(22:4(7Z,10Z,13Z,16Z)/15:0)	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0114497	http://www.hmdb.ca/metabolites/HMDB0114497	N/A	N/A	N/A	N/A	131821604	https://pubchem.ncbi.nlm.nih.gov/compound/131821604	XBSNZXIKWJJYEL-SLSRMECRSA-N	[]	243
58493	782.56882	PE-NMe(18:1(11Z)/20:3(8Z,11Z,14Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113124	http://www.hmdb.ca/metabolites/HMDB0113124	N/A	N/A	N/A	N/A	131820239	https://pubchem.ncbi.nlm.nih.gov/compound/131820239	GLRDUKZRIFEVER-MNAAFCGISA-N	[]	244
124286	782.56882	PE-NMe(18:1(9Z)/20:3(5Z,8Z,11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113150	http://www.hmdb.ca/metabolites/HMDB0113150	N/A	N/A	N/A	N/A	131820265	https://pubchem.ncbi.nlm.nih.gov/compound/131820265	VFOBOMZFERXUNP-CQJPVFBVSA-N	[]	245
123009	782.56882	PE-NMe(20:1(11Z)/18:3(9Z,12Z,15Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113318	http://www.hmdb.ca/metabolites/HMDB0113318	N/A	N/A	N/A	N/A	131820430	https://pubchem.ncbi.nlm.nih.gov/compound/131820430	YAQHYKGJMRLXTG-MGBRKJJPSA-N	[]	246
120962	782.56882	PE-NMe(16:0/22:4(7Z,10Z,13Z,16Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113055	http://www.hmdb.ca/metabolites/HMDB0113055	N/A	N/A	N/A	N/A	131820170	https://pubchem.ncbi.nlm.nih.gov/compound/131820170	QDZHIMAOKLYMBE-PBKISUJMSA-N	[]	247
148378	782.56882	PE-NMe(20:3(8Z,11Z,14Z)/18:1(11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113400	http://www.hmdb.ca/metabolites/HMDB0113400	N/A	N/A	N/A	N/A	131820512	https://pubchem.ncbi.nlm.nih.gov/compound/131820512	XXMPWSPPEKHNII-RGDLYICQSA-N	[]	248
52380	782.56882	PE-NMe(18:4(6Z,9Z,12Z,15Z)/20:0)	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113262	http://www.hmdb.ca/metabolites/HMDB0113262	N/A	N/A	N/A	N/A	131820375	https://pubchem.ncbi.nlm.nih.gov/compound/131820375	KMBDIZCBVUDMAF-VWGBBBJSSA-N	[]	249
84127	782.56882	PE-NMe(20:3(8Z,11Z,14Z)/18:1(9Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113401	http://www.hmdb.ca/metabolites/HMDB0113401	N/A	N/A	N/A	N/A	131820513	https://pubchem.ncbi.nlm.nih.gov/compound/131820513	BSSOFUPYWCFGSO-IRYAYNMKSA-N	[]	250
47526	782.56882	PE-NMe(20:1(11Z)/18:3(6Z,9Z,12Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113317	http://www.hmdb.ca/metabolites/HMDB0113317	N/A	N/A	N/A	N/A	131820429	https://pubchem.ncbi.nlm.nih.gov/compound/131820429	DMZMXPZBYPMJMX-DEIVUPPKSA-N	[]	251
147926	782.56882	PE-NMe(22:4(7Z,10Z,13Z,16Z)/16:0)	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113595	http://www.hmdb.ca/metabolites/HMDB0113595	N/A	N/A	N/A	N/A	131820707	https://pubchem.ncbi.nlm.nih.gov/compound/131820707	LRPTWEDZLULIQP-MCPWNNLASA-N	[]	252
52471	782.56882	PE-NMe(18:3(9Z,12Z,15Z)/20:1(11Z))	C44H80NO8P	M+H	781.562155538	1	-2	-2	HMDB0113234	http://www.hmdb.ca/metabolites/HMDB0113234	N/A	N/A	N/A	N/A	131820347	https://pubchem.ncbi.nlm.nih.gov/compound/131820347	KEHMKMSOWUFDKH-MGBRKJJPSA-N	[]	253
1536	782.56882	PC(18:2(6Z,9Z)/18:2(6Z,9Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010927	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010927	39668.0	https://metlin.scripps.edu/metabo_info.php?molid=39668	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YOGHMRPFWPTTQK-OILZCJRVSA-N	[]	254
1537	782.56882	PC(18:2(9Z,11Z)/18:2(9Z,11Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010930	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010930	39671.0	https://metlin.scripps.edu/metabo_info.php?molid=39671	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FDJMFFOKIXCKTF-MMWMKIJTSA-N	[]	255
3610	782.56882	PE(19:1(9Z)/20:3(8Z,11Z,14Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010815	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010815	77050.0	https://metlin.scripps.edu/metabo_info.php?molid=77050	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YYQUSVZFJYUVEJ-TZJWXRSUSA-N	[]	256
3355	782.56882	PE(17:0/22:4(7Z,10Z,13Z,16Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010560	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010560	76795.0	https://metlin.scripps.edu/metabo_info.php?molid=76795	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CECLOFYFVPZDIU-GXYHOHGQSA-N	[]	257
3876	782.56882	PE(22:2(13Z,16Z)/17:2(9Z,12Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02011081	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011081	77316.0	https://metlin.scripps.edu/metabo_info.php?molid=77316	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	MRLOZURPBUCINT-DSXPIDCCSA-N	[]	258
3905	782.56882	PE(22:4(7Z,10Z,13Z,16Z)/17:0)	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02011110	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011110	77345.0	https://metlin.scripps.edu/metabo_info.php?molid=77345	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	YBCALYDUTZDDBO-CLZFPQFBSA-N	[]	259
1607	782.56882	PC(20:4(8E,11E,14E,17E)/16:0)	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01011056	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011056	39797.0	https://metlin.scripps.edu/metabo_info.php?molid=39797	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	JWAPTBDWCHGPTG-JQQBZAOGSA-N	[]	260
3413	782.56882	PE(17:2(9Z,12Z)/22:2(13Z,16Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010618	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010618	76853.0	https://metlin.scripps.edu/metabo_info.php?molid=76853	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AXIBOTRCHXDYPU-DSXPIDCCSA-N	[]	261
1387	782.56882	PC(16:0/20:4(5E,8E,11E,14E))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010629	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010629	39370.0	https://metlin.scripps.edu/metabo_info.php?molid=39370	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IIZPXYDJLKNOIY-LBKRVYFZSA-N	[]	262
3715	782.56882	PE(20:3(8Z,11Z,14Z)/19:1(9Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010920	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010920	77155.0	https://metlin.scripps.edu/metabo_info.php?molid=77155	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IWDHLFUMRWIRQI-ZQMGPOBSSA-N	[]	263
3744	782.56882	PE(20:4(5Z,8Z,11Z,14Z)/19:0)	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010949	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010949	77184.0	https://metlin.scripps.edu/metabo_info.php?molid=77184	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	CKWNOWMKTBYVBM-UIKTVFIBSA-N	[]	264
1454	782.56882	PC(18:0/18:4(9E,11E,13E,15E))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010774	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010774	39515.0	https://metlin.scripps.edu/metabo_info.php?molid=39515	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SCPCYWAOBXURQX-OBLPXJMUSA-N	[]	265
3798	782.56882	PE(21:0/18:4(6Z,9Z,12Z,15Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02011003	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02011003	77238.0	https://metlin.scripps.edu/metabo_info.php?molid=77238	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	ZDFBLZQBQFYAJE-YOVULEJISA-N	[]	266
3558	782.56882	PE(18:4(6Z,9Z,12Z,15Z)/21:0)	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010763	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010763	76998.0	https://metlin.scripps.edu/metabo_info.php?molid=76998	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	SHHJSVZOYMGZRP-DIDHFJMASA-N	[]	267
3580	782.56882	PE(19:0/20:4(5Z,8Z,11Z,14Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP02010785	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010785	77020.0	https://metlin.scripps.edu/metabo_info.php?molid=77020	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	DHBIVADINQRLKN-QYPKRWTPSA-N	[]	268
1533	782.56882	PC(18:2(2E,4E)/18:2(2E,4E))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010921	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010921	39662.0	https://metlin.scripps.edu/metabo_info.php?molid=39662	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UZBZIHXSLHMNPD-DFTZLCQUSA-N	[]	269
1534	782.56882	PC(18:2(2Z,4Z)/18:2(2Z,4Z))	C44H80NO8P	M+H	781.562158	1	-2	-2	N/A	N/A	LMGP01010924	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010924	39665.0	https://metlin.scripps.edu/metabo_info.php?molid=39665	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UZBZIHXSLHMNPD-BWTKLWTOSA-N	[]	270
3329	782.56882	PE(16:1(9Z)/21:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010534	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010534	76769.0	https://metlin.scripps.edu/metabo_info.php?molid=76769	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AMUNWYMATNLOAS-HDIMKZOVSA-N	[]	271
1794	782.56882	PC(15:0/19:1(9Z))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01011419	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011419	75699.0	https://metlin.scripps.edu/metabo_info.php?molid=75699	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	XOFXLHDPMXNPOR-ZBCYVRFFSA-N	[]	272
3599	782.56882	PE(19:1(9Z)/18:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010804	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010804	77039.0	https://metlin.scripps.edu/metabo_info.php?molid=77039	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	UBFUSOOSEOXJSO-DFGWVCPLSA-N	[]	273
3347	782.56882	PE(17:0/20:1(11Z))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010552	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010552	76787.0	https://metlin.scripps.edu/metabo_info.php?molid=76787	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	FJJABKKCKHMFRD-QCFYSATCSA-N	[]	274
1823	782.56882	PC(15:1(9Z)/19:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01011448	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011448	75728.0	https://metlin.scripps.edu/metabo_info.php?molid=75728	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	OAGOOOGNKKBLNM-RHXVLPALSA-N	[]	275
3624	782.56882	PE(20:0/17:1(9Z))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010829	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010829	77064.0	https://metlin.scripps.edu/metabo_info.php?molid=77064	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AVJSMYNVGSNMDL-KWNHIAGJSA-N	[]	276
3374	782.56882	PE(17:1(9Z)/20:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010579	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010579	76814.0	https://metlin.scripps.edu/metabo_info.php?molid=76814	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	KVDMFPJXXIBXIG-KWNHIAGJSA-N	[]	277
2107	782.56882	PC(19:0/15:1(9Z))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01011732	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01011732	76012.0	https://metlin.scripps.edu/metabo_info.php?molid=76012	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	IZGAXEWHRFTGIW-RHXVLPALSA-N	[]	278
3644	782.56882	PE(20:1(11Z)/17:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP02010849	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP02010849	77084.0	https://metlin.scripps.edu/metabo_info.php?molid=77084	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	PLMXNBGLJJIEKV-QCFYSATCSA-N	[]	279
2379	782.56882	PC(22:1(11Z)/12:0)	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01012004	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01012004	76284.0	https://metlin.scripps.edu/metabo_info.php?molid=76284	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	GPZLIYFJTIFANL-VYOBOKEXSA-N	[]	280
1362	782.56882	PC(16:0/18:1(11E))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01010575	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010575	39317.0	https://metlin.scripps.edu/metabo_info.php?molid=39317	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	AEPVLLKGEBHLEJ-CRZTYIBISA-N	[]	281
1364	782.56882	PC(16:0/18:1(6E))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01010578	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010578	39320.0	https://metlin.scripps.edu/metabo_info.php?molid=39320	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WQHUJDDOJBNBFW-APVPNSEHSA-N	[]	282
1365	782.56882	PC(16:0/18:1(6Z))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01010579	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010579	39321.0	https://metlin.scripps.edu/metabo_info.php?molid=39321	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WQHUJDDOJBNBFW-NSXSMVJOSA-N	[]	283
1366	782.56882	PC(16:0/18:1(9E))	C42H82NO8P	M+Na	759.577808	2	-2	-2	N/A	N/A	LMGP01010581	http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMGP01010581	39323.0	https://metlin.scripps.edu/metabo_info.php?molid=39323	0	https://pubchem.ncbi.nlm.nih.gov/compound/0	WTJKGGKOPKCXLL-RYDYYDTQSA-N	[]	284
